area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,location_clean,price_per_sqft,sqft_per_bhk,location_encoded,bath_per_bhk,area_type_encoded,latitude,longitude,location_label
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1206,2.0,1.0,40.7,1206.0,2.0,Raja Rajeshwari Nagar,3374.7927031509125,603.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000,2.0,0.0,50.0,1000.0,2.0,Raja Rajeshwari Nagar,5000.0,500.0,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485,2.0,2.0,63.0,1485.0,3.0,Raja Rajeshwari Nagar,4242.424242424242,495.0,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335,2.0,1.0,56.0,1335.0,3.0,Raja Rajeshwari Nagar,4194.756554307116,445.0,Raja Rajeshwari Nagar,0.6666666666666666,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1571,3.0,3.0,53.12,1571.0,3.0,Raja Rajeshwari Nagar,3381.285805219605,523.6666666666666,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1255,2.0,2.0,42.54,1255.0,2.0,Raja Rajeshwari Nagar,3389.641434262948,627.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,3.0,64.86,1530.0,3.0,Raja Rajeshwari Nagar,4239.21568627451,510.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Cedusy ,1850,3.0,1.0,98.0,1850.0,3.0,Raja Rajeshwari Nagar,5297.2972972972975,616.6666666666666,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,44.0,1140.0,2.0,Raja Rajeshwari Nagar,3859.6491228070176,570.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,,6000,8.0,3.0,215.0,6000.0,8.0,Raja Rajeshwari Nagar,3583.3333333333335,750.0,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,2.0,39.0,1140.0,2.0,Raja Rajeshwari Nagar,3421.0526315789475,570.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,,510,1.0,1.0,22.0,510.0,1.0,Raja Rajeshwari Nagar,4313.725490196079,510.0,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1187,2.0,2.0,40.14,1187.0,2.0,Raja Rajeshwari Nagar,3381.6343723673126,593.5,Raja Rajeshwari Nagar,1.0,1,12.914425,77.651882,155
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Mahla T,1141,2.0,1.0,60.0,1141.0,2.0,Raja Rajeshwari Nagar,5258.545135845749,570.5,Raja Rajeshwari Nagar,1.0,2,12.914425,77.651882,155
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar 5th Stage,3 BHK,,1320,2.0,2.0,73.0,1320.0,3.0,Raja Rajeshwari Nagar 5Th Stage,5530.30303030303,440.0,Other,0.6666666666666666,1,13.068438,77.62299,146
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,Pridel ,1056,2.0,2.0,55.0,1056.0,2.0,Raja Rajeshwari Nagar 5Th Stage,5208.333333333333,528.0,Other,1.0,1,13.068438,77.62299,146
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,Amnavdr,1060,2.0,1.0,52.0,1060.0,2.0,Raja Rajeshwari Nagar 5Th Stage,4905.66037735849,530.0,Other,1.0,1,13.068438,77.62299,146
Super built-up  Area,18-Dec,Raja Rajeshwari Nagara,3 BHK,,1537,3.0,2.0,81.0,1537.0,3.0,Raja Rajeshwari Nagara,5270.006506180872,512.3333333333334,Other,1.0,1,12.959776,77.523732,146
Super built-up  Area,17-Dec,Rajaji Nagar,4 BHK,ProdsWe,2563 - 2733,5.0,0.0,251.5,2648.0,4.0,Rajaji Nagar,9497.73413897281,662.0,Other,1.25,1,12.989,77.552,146
Built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,,3730,4.0,3.0,370.0,3730.0,4.0,Rajaji Nagar,9919.571045576407,932.5,Other,1.0,2,12.989,77.552,146
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1357,2.0,1.0,130.0,1357.0,2.0,Rajaji Nagar,9579.955784819454,678.5,Other,1.0,1,12.989,77.552,146
Super built-up  Area,18-Jun,Rajaji Nagar,3 BHK,Puwerun,1613,3.0,0.0,150.0,1613.0,3.0,Rajaji Nagar,9299.442033477992,537.6666666666666,Other,1.0,1,12.989,77.552,146
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Tiitela,1380,3.0,3.0,130.0,1380.0,3.0,Rajaji Nagar,9420.289855072464,460.0,Other,1.0,1,12.989,77.552,146
Super built-up  Area,18-Jul,Rajaji Nagar,4 BHK,ProdsWe,2733,5.0,2.0,259.0,2733.0,4.0,Rajaji Nagar,9476.765459202341,683.25,Other,1.25,1,12.989,77.552,146
Plot  Area,Ready To Move,Rajankunte,3 Bedroom,,3259,3.0,0.0,270.0,3259.0,3.0,Rajankunte,8284.749923289353,1086.3333333333333,Other,1.0,3,12.891068,77.65916,146
Built-up  Area,Ready To Move,Rajankunte,3 Bedroom,,4510,4.0,3.0,200.0,4510.0,3.0,Rajankunte,4434.589800443459,1503.3333333333333,Other,1.3333333333333333,2,12.891068,77.65916,146
Built-up  Area,18-Aug,Rajanna Layout,2 BHK,,1116,2.0,1.0,37.6,1116.0,2.0,Rajanna Layout,3369.1756272401435,558.0,Other,1.0,2,13.052261,77.574216,146
Built-up  Area,Ready To Move,Rajapura,2 BHK,,1000,2.0,0.0,50.0,1000.0,2.0,Rajapura,5000.0,500.0,Other,1.0,2,12.922057,77.626417,146
Super built-up  Area,Ready To Move,Rajapura,2 BHK,,86.72Sq. Meter,2.0,2.0,40.0,933.45408,2.0,Rajapura,4285.159908455272,466.72704,Other,1.0,1,12.922057,77.626417,146
Super built-up  Area,18-Mar,Rajarajesheari nagar,2 BHK,,1400,2.0,1.0,44.8,1400.0,2.0,Rajarajesheari Nagar,3200.0,700.0,Other,1.0,1,13.087968,77.644247,146
Super built-up  Area,18-Mar,Rajarajeshwari nagar,3 BHK,,1410,2.0,2.0,45.12,1410.0,3.0,Rajarajeshwari Nagar,3200.0,470.0,Other,0.6666666666666666,1,12.915,77.507,146
Super built-up  Area,Ready To Move,Rajarajeshwari nagar,3 BHK,,2000,3.0,2.0,85.0,2000.0,3.0,Rajarajeshwari Nagar,4250.0,666.6666666666666,Other,1.0,1,12.915,77.507,146
Super built-up  Area,Ready To Move,Rajarajeshwari Nagara,3 BHK,,2000,3.0,2.0,85.0,2000.0,3.0,Rajarajeshwari Nagara,4250.0,666.6666666666666,Other,1.0,1,12.915,77.507,146
Super built-up  Area,18-Mar,Rajarajeshwari Nagara,3 BHK,,1410,2.0,2.0,45.12,1410.0,3.0,Rajarajeshwari Nagara,3200.0,470.0,Other,0.6666666666666666,1,12.915,77.507,146
Super built-up  Area,Ready To Move,Rajarajeshwarinagar,3 BHK,,2000,3.0,2.0,85.0,2000.0,3.0,Rajarajeshwarinagar,4250.0,666.6666666666666,Other,1.0,1,13.009252,77.553072,146
Super built-up  Area,Ready To Move,Rajasree Layout,3 BHK,Itbhaa ,1420,3.0,3.0,70.0,1420.0,3.0,Rajasree Layout,4929.577464788732,473.3333333333333,Other,1.0,1,13.027597,77.56079,146
Built-up  Area,Ready To Move,Rajasree Layout,3 BHK,Itbhaa ,1310,3.0,3.0,90.0,1310.0,3.0,Rajasree Layout,6870.229007633588,436.6666666666667,Other,1.0,2,13.027597,77.56079,146
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,NCiteEl,1170,2.0,2.0,68.0,1170.0,2.0,Rajiv Gandhi Nagar,5811.965811965812,585.0,Other,1.0,1,12.969736,77.642629,146
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,75.0,1293.0,2.0,Rajiv Gandhi Nagar,5800.46403712297,646.5,Other,1.0,1,12.969736,77.642629,146
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,80.0,1293.0,2.0,Rajiv Gandhi Nagar,6187.161639597834,646.5,Other,1.0,1,12.969736,77.642629,146
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,80.0,1293.0,2.0,Rajiv Gandhi Nagar,6187.161639597834,646.5,Other,1.0,1,12.969736,77.642629,146
Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3 BHK,Almid P,1750,3.0,2.0,100.0,1750.0,3.0,Rajiv Gandhi Nagar,5714.285714285715,583.3333333333334,Other,1.0,2,12.969736,77.642629,146
Super built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,PuoodSk,1690,3.0,1.0,125.0,1690.0,3.0,Rajiv Nagar,7396.449704142012,563.3333333333334,Rajiv Nagar,1.0,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,1263,2.0,1.0,93.32,1263.0,2.0,Rajiv Nagar,7388.756927949327,631.5,Rajiv Nagar,1.0,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,4.0,1.0,148.0,2340.0,4.0,Rajiv Nagar,6324.786324786325,585.0,Rajiv Nagar,1.0,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,5.0,1.0,129.0,2340.0,4.0,Rajiv Nagar,5512.820512820513,585.0,Rajiv Nagar,1.25,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,PuoodSk,1330,2.0,1.0,93.0,1330.0,2.0,Rajiv Nagar,6992.481203007519,665.0,Rajiv Nagar,1.0,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,5.0,1.0,129.0,2340.0,4.0,Rajiv Nagar,5512.820512820513,585.0,Rajiv Nagar,1.25,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,,1309,2.0,1.0,80.0,1309.0,2.0,Rajiv Nagar,6111.535523300229,654.5,Rajiv Nagar,1.0,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,4.0,1.0,145.0,2340.0,4.0,Rajiv Nagar,6196.581196581196,585.0,Rajiv Nagar,1.0,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2330,5.0,1.0,175.0,2330.0,4.0,Rajiv Nagar,7510.729613733905,582.5,Rajiv Nagar,1.25,1,12.999216,77.492484,156
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,5.0,1.0,160.0,2340.0,4.0,Rajiv Nagar,6837.606837606838,585.0,Rajiv Nagar,1.25,1,12.999216,77.492484,156
Super built-up  Area,17-Oct,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,48.77,1151.0,2.0,Ramagondanahalli,4237.185056472633,575.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,47.0,1251.0,2.0,Ramagondanahalli,3756.994404476419,625.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,17-Oct,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,52.04,1235.0,2.0,Ramagondanahalli,4213.765182186235,617.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,111.0,1610.0,3.0,Ramagondanahalli,6894.409937888198,536.6666666666666,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Plot  Area,Ready To Move,Ramagondanahalli,1 Bedroom,,540,1.0,0.0,30.0,540.0,1.0,Ramagondanahalli,5555.555555555556,540.0,Ramagondanahalli,1.0,3,12.981629,77.5198,157
Super built-up  Area,18-Jul,Ramagondanahalli,3 BHK,ViistLa,1635,3.0,1.0,62.0,1635.0,3.0,Ramagondanahalli,3792.0489296636088,545.0,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,46.8,1235.0,2.0,Ramagondanahalli,3789.4736842105262,617.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,51.26,1215.0,2.0,Ramagondanahalli,4218.930041152264,607.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,4.0,2.0,157.0,2257.0,3.0,Ramagondanahalli,6956.136464333185,752.3333333333334,Ramagondanahalli,1.3333333333333333,1,12.981629,77.5198,157
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,47.4,1251.0,2.0,Ramagondanahalli,3788.968824940048,625.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0,1610.0,3.0,Ramagondanahalli,7142.857142857143,536.6666666666666,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,920,2.0,3.0,65.0,920.0,2.0,Ramagondanahalli,7065.217391304348,460.0,Ramagondanahalli,1.0,2,12.981629,77.5198,157
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,45.5,1215.0,2.0,Ramagondanahalli,3744.855967078189,607.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,,2800,4.0,3.0,155.0,2800.0,4.0,Ramagondanahalli,5535.714285714285,700.0,Ramagondanahalli,1.0,2,12.981629,77.5198,157
Super built-up  Area,17-Nov,Ramagondanahalli,2 BHK,ViistLa,1253,2.0,1.0,52.66,1253.0,2.0,Ramagondanahalli,4202.713487629689,626.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1295,2.0,2.0,95.0,1295.0,2.0,Ramagondanahalli,7335.907335907336,647.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,50.5,1151.0,2.0,Ramagondanahalli,4387.489139878367,575.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,49.3,1235.0,2.0,Ramagondanahalli,3991.902834008097,617.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,3.0,2.0,159.0,2257.0,3.0,Ramagondanahalli,7044.749667700487,752.3333333333334,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVodsve,1295,2.0,2.0,95.0,1295.0,2.0,Ramagondanahalli,7335.907335907336,647.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,17-Oct,Ramagondanahalli,3 BHK,ViistLa,1451,3.0,1.0,60.44,1451.0,3.0,Ramagondanahalli,4165.40317022743,483.6666666666667,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,142.0,1910.0,3.0,Ramagondanahalli,7434.55497382199,636.6666666666666,Ramagondanahalli,1.0,2,12.981629,77.5198,157
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,46.1,1215.0,2.0,Ramagondanahalli,3794.238683127572,607.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-May,Ramagondanahalli,3 BHK,ViistLa,1475,2.0,2.0,63.0,1475.0,3.0,Ramagondanahalli,4271.186440677966,491.6666666666667,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,50.0,1251.0,2.0,Ramagondanahalli,3996.802557953637,625.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0,1610.0,3.0,Ramagondanahalli,7142.857142857143,536.6666666666666,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,43.6,1151.0,2.0,Ramagondanahalli,3788.010425716768,575.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-Jun,Ramagondanahalli,3 BHK,ViistLa,1635,3.0,1.0,61.0,1635.0,3.0,Ramagondanahalli,3730.886850152905,545.0,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,53.0,1251.0,2.0,Ramagondanahalli,4236.610711430855,625.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Plot  Area,18-May,Ramagondanahalli,2 Bedroom,,845,2.0,1.0,45.82,845.0,2.0,Ramagondanahalli,5422.485207100592,422.5,Ramagondanahalli,1.0,3,12.981629,77.5198,157
Super built-up  Area,18-Oct,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,150.0,1910.0,3.0,Ramagondanahalli,7853.4031413612565,636.6666666666666,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Srdor S,1738,2.0,3.0,76.0,1738.0,3.0,Ramagondanahalli,4372.8423475258915,579.3333333333334,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,,2040,3.0,2.0,114.0,2040.0,3.0,Ramagondanahalli,5588.235294117647,680.0,Ramagondanahalli,1.0,2,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,3350,3.0,3.0,150.0,3350.0,3.0,Ramagondanahalli,4477.611940298508,1116.6666666666667,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1251,2.0,1.0,46.0,1251.0,2.0,Ramagondanahalli,3677.0583533173462,625.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-Jul,Ramagondanahalli,3 BHK,ViistLa,1635,3.0,1.0,57.0,1635.0,3.0,Ramagondanahalli,3486.238532110092,545.0,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,46.0,1151.0,2.0,Ramagondanahalli,3996.524761077324,575.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,1.0,112.0,1610.0,3.0,Ramagondanahalli,6956.521739130435,536.6666666666666,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0,1610.0,3.0,Ramagondanahalli,7142.857142857143,536.6666666666666,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Plot  Area,18-Jul,Ramagondanahalli,3 Bedroom,,1200,3.0,1.0,56.1,1200.0,3.0,Ramagondanahalli,4675.0,400.0,Ramagondanahalli,1.0,3,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,DNeremo,2787,5.0,2.0,220.0,2787.0,4.0,Ramagondanahalli,7893.792608539648,696.75,Ramagondanahalli,1.25,1,12.981629,77.5198,157
Super built-up  Area,18-Jun,Ramagondanahalli,3 BHK,ViistLa,1475,2.0,2.0,55.0,1475.0,3.0,Ramagondanahalli,3728.813559322034,491.6666666666667,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,1125,2.0,2.0,75.0,1125.0,2.0,Ramagondanahalli,6666.666666666667,562.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1151,2.0,2.0,42.5,1151.0,2.0,Ramagondanahalli,3692.44135534318,575.5,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,3.0,2.0,155.0,2257.0,3.0,Ramagondanahalli,6867.523260965884,752.3333333333334,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Carpet  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1500,3.0,3.0,100.0,1500.0,3.0,Ramagondanahalli,6666.666666666667,500.0,Ramagondanahalli,1.0,4,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Srdor S,1680,2.0,2.0,68.0,1680.0,3.0,Ramagondanahalli,4047.6190476190477,560.0,Ramagondanahalli,0.6666666666666666,1,12.981629,77.5198,157
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,131.0,1910.0,3.0,Ramagondanahalli,6858.638743455497,636.6666666666666,Ramagondanahalli,1.0,1,12.981629,77.5198,157
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,3700,4.0,1.0,225.0,3700.0,4.0,Ramamurthy Nagar,6081.081081081081,925.0,Ramamurthy Nagar,1.0,2,13.012,77.668,158
Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,3500,5.0,2.0,150.0,3500.0,5.0,Ramamurthy Nagar,4285.714285714285,700.0,Ramamurthy Nagar,1.0,2,13.012,77.668,158
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,,1050,2.0,0.0,37.0,1050.0,2.0,Ramamurthy Nagar,3523.809523809524,525.0,Ramamurthy Nagar,1.0,2,13.012,77.668,158
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Foghaa ,1040,2.0,2.0,50.0,1040.0,2.0,Ramamurthy Nagar,4807.692307692308,520.0,Ramamurthy Nagar,1.0,2,13.012,77.668,158
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,1600,3.0,2.0,75.0,1600.0,3.0,Ramamurthy Nagar,4687.5,533.3333333333334,Ramamurthy Nagar,1.0,2,13.012,77.668,158
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1200,3.0,1.0,72.0,1200.0,2.0,Ramamurthy Nagar,6000.0,600.0,Ramamurthy Nagar,1.5,3,13.012,77.668,158
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1 BHK,ItRRVna,360,1.0,1.0,26.0,360.0,1.0,Ramamurthy Nagar,7222.222222222223,360.0,Ramamurthy Nagar,1.0,1,13.012,77.668,158
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,,950,2.0,1.0,50.79,950.0,2.0,Ramamurthy Nagar,5346.315789473684,475.0,Ramamurthy Nagar,1.0,2,13.012,77.668,158
Plot  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,1200,2.0,0.0,66.0,1200.0,3.0,Ramamurthy Nagar,5500.0,400.0,Ramamurthy Nagar,0.6666666666666666,3,13.012,77.668,158
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,SVyam N,1525,3.0,1.0,100.0,1525.0,3.0,Ramamurthy Nagar,6557.377049180328,508.3333333333333,Ramamurthy Nagar,1.0,2,13.012,77.668,158
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1200,2.0,0.0,80.0,1200.0,2.0,Ramamurthy Nagar,6666.666666666667,600.0,Ramamurthy Nagar,1.0,3,13.012,77.668,158
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,,1200,2.0,3.0,42.0,1200.0,2.0,Ramamurthy Nagar,3500.0,600.0,Ramamurthy Nagar,1.0,1,13.012,77.668,158
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,,1515,3.0,3.0,65.0,1515.0,3.0,Ramamurthy Nagar,4290.42904290429,505.0,Ramamurthy Nagar,1.0,1,13.012,77.668,158
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1100,2.0,0.0,68.0,1100.0,2.0,Ramamurthy Nagar,6181.818181818182,550.0,Ramamurthy Nagar,1.0,3,13.012,77.668,158
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Cimeshw,1185,2.0,1.0,45.5,1185.0,2.0,Ramamurthy Nagar,3839.662447257384,592.5,Ramamurthy Nagar,1.0,1,13.012,77.668,158
Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,Vaharvi,1170,2.0,2.0,46.8,1170.0,2.0,Ramamurthy Nagar,4000.0,585.0,Ramamurthy Nagar,1.0,1,13.012,77.668,158
Super built-up  Area,18-May,Ramamurthy Nagar,2 BHK,,1150,2.0,2.0,51.0,1150.0,2.0,Ramamurthy Nagar,4434.782608695652,575.0,Ramamurthy Nagar,1.0,1,13.012,77.668,158
Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,Vaharvi,1200,2.0,1.0,48.0,1200.0,2.0,Ramamurthy Nagar,4000.0,600.0,Ramamurthy Nagar,1.0,1,13.012,77.668,158
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,3600,3.0,2.0,150.0,3600.0,3.0,Ramamurthy Nagar,4166.666666666667,1200.0,Ramamurthy Nagar,1.0,2,13.012,77.668,158
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,600,3.0,2.0,45.0,600.0,2.0,Ramamurthy Nagar,7500.0,300.0,Ramamurthy Nagar,1.5,3,13.012,77.668,158
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,1110,2.0,0.0,65.0,1110.0,2.0,Ramamurthy Nagar,5855.855855855856,555.0,Ramamurthy Nagar,1.0,3,13.012,77.668,158
Super built-up  Area,18-Dec,Ramamurthy Nagar,3 BHK,Vaharvi,1410,2.0,1.0,56.4,1410.0,3.0,Ramamurthy Nagar,4000.0,470.0,Ramamurthy Nagar,0.6666666666666666,1,13.012,77.668,158
